gene_accession,UK044D2T0_GuelphTEAMR_S16_L002,UK015H1T0_GuelphTEAMR_S58_L001,UK047D1T0_GuelphTEAMR_S19_L002,PT125H2T1_GuelphTEAMR_S46_L002,UK034H1T0_GuelphTEAMR_S8_L002,PT120D1T1_GuelphTEAMR_S39_L002,UK031D1T0_GuelphTEAMR_S5_L002,PT218D1T1_GuelphTEAMR_S63_L002,PT218H1T0_GuelphTEAMR_S60_L002,PT015H2T0_GuelphTEAMR_S9_L001,PT021D2T0_GuelphTEAMR_S20_L001,UK018D1T0_GuelphTEAMR_S62_L001,PT120D1T0_GuelphTEAMR_S34_L002,PT114D1T0_GuelphTEAMR_S24_L002,UK018H1T0_GuelphTEAMR_S61_L001,PT221D1T1_GuelphTEAMR_S69_L002,PT015H4T0_GuelphTEAMR_S11_L001,PT023H2T0_GuelphTEAMR_S22_L001,UK028D1T0_GuelphTEAMR_S3_L002,PT120H1T0_GuelphTEAMR_S32_L002,UK002H2T0_GuelphTEAMR_S46_L001,PT221H2T1_GuelphTEAMR_S68_L002,UK036H1T0_GuelphTEAMR_S10_L002,PT114H1T0_GuelphTEAMR_S22_L002,PT051H1T0_GuelphTEAMR_S33_L001,PT114D1T1_GuelphTEAMR_S27_L002,PT221H1T1_GuelphTEAMR_S67_L002,PT021H2T0_GuelphTEAMR_S18_L001,PT024D1T0_GuelphTEAMR_S26_L001,UK014D1T0_GuelphTEAMR_S57_L001,PT120D2T0_GuelphTEAMR_S35_L002,UK008D1T0_GuelphTEAMR_S52_L001,PT205H4T1_GuelphTEAMR_S58_L002,UK008H1T0_GuelphTEAMR_S51_L001,PT017D1T0_GuelphTEAMR_S14_L001,PT120H1T1_GuelphTEAMR_S37_L002,PT012D1T0_GuelphTEAMR_S5_L001,PT021D1T0_GuelphTEAMR_S19_L001,PT053H1T0_GuelphTEAMR_S41_L001,UK012H1T0_GuelphTEAMR_S53_L001,UK031H1T0_GuelphTEAMR_S4_L002,UK038D2T0_GuelphTEAMR_S13_L002,UK026D1T0_GuelphTEAMR_S1_L002,PT218D1T0_GuelphTEAMR_S61_L002,PT125D1T0_GuelphTEAMR_S44_L002,UK015D1T0_GuelphTEAMR_S60_L001,PT221D1T0_GuelphTEAMR_S66_L002,PT010D1T0_GuelphTEAMR_S3_L001,UK020D1T0_GuelphTEAMR_S67_L001,UK033H1T0_GuelphTEAMR_S6_L002,PT014D1T0_GuelphTEAMR_S7_L001,PT054H1T0_GuelphTEAMR_S43_L001,PT120H2T0_GuelphTEAMR_S33_L002,PT046D1T0_GuelphTEAMR_S30_L001,UK036D1T0_GuelphTEAMR_S11_L002,UK019H2T0_GuelphTEAMR_S64_L001,PT024D1T0B_GuelphTEAMR_S71_L002,UK053D1T0_GuelphTEAMR_S21_L002,UK014H2T0_GuelphTEAMR_S56_L001,PT131H2T0_GuelphTEAMR_S49_L002,PT205H2T0_GuelphTEAMR_S54_L002,PT026D1T0_GuelphTEAMR_S28_L001,UK053H1T0_GuelphTEAMR_S20_L002,PT120D3T1_GuelphTEAMR_S41_L002,PT052H1T0_GuelphTEAMR_S39_L001,PT114H2T1_GuelphTEAMR_S26_L002,UK019H1T0_GuelphTEAMR_S63_L001,PT051D1T0_GuelphTEAMR_S35_L001,UK002H1T0_GuelphTEAMR_S45_L001,PT131D1T0_GuelphTEAMR_S50_L002,PT050D1T0_GuelphTEAMR_S32_L001,PT131D1T1_GuelphTEAMR_S53_L002,UK026H1T0_GuelphTEAMR_S68_L001,PT019H2T0_GuelphTEAMR_S16_L001,PT015D1T0_GuelphTEAMR_S12_L001,UK005D1T0_GuelphTEAMR_S50_L001,UK034D1T0_GuelphTEAMR_S9_L002,PT019D1T0_GuelphTEAMR_S17_L001,PT051D3T0_GuelphTEAMR_S37_L001,PT012H1T0_GuelphTEAMR_S4_L001,UK044D1T0_GuelphTEAMR_S15_L002,UK036D1T0B_GuelphTEAMR_S76_L002,PT131H1T0_GuelphTEAMR_S48_L002,UK047D1T0B_GuelphTEAMR_S77_L002,PT205H4T0_GuelphTEAMR_S55_L002,PT019D1T0B_GuelphTEAMR_S70_L002,UK014H1T0_GuelphTEAMR_S55_L001,UK015H2T0_GuelphTEAMR_S59_L001,UK002D1T0_GuelphTEAMR_S47_L001,PT015H1T0_GuelphTEAMR_S8_L001,PT125H1T1_GuelphTEAMR_S45_L002,PT023H1T0_GuelphTEAMR_S21_L001,PT054D1T0_GuelphTEAMR_S44_L001,PT015H3T0_GuelphTEAMR_S10_L001,PT125H2T0_GuelphTEAMR_S43_L002,PT125D1T1_GuelphTEAMR_S47_L002,PT046H1T0_GuelphTEAMR_S29_L001,PT010H2T0_GuelphTEAMR_S2_L001,PT010H1T0_GuelphTEAMR_S1_L001,UK019D1T0_GuelphTEAMR_S65_L001,PT218H1T1_GuelphTEAMR_S62_L002,PT120D3T0_GuelphTEAMR_S36_L002,PT114H2T0_GuelphTEAMR_S23_L002,PT014H1T0_GuelphTEAMR_S6_L001,PT114H1T1_GuelphTEAMR_S25_L002,PT024H1T0_GuelphTEAMR_S24_L001,PT051D2T0_GuelphTEAMR_S36_L001,PT118H1T1_GuelphTEAMR_S30_L002,UK014D1T0B_GuelphTEAMR_S75_L002,UK012D1T0_GuelphTEAMR_S54_L001,PT205D1T0_GuelphTEAMR_S56_L002,PT131H1T1_GuelphTEAMR_S51_L002,PT221H1T0_GuelphTEAMR_S64_L002,PT221H2T0_GuelphTEAMR_S65_L002,UK047H1T0_GuelphTEAMR_S18_L002,PT120H2T1_GuelphTEAMR_S38_L002,PT131H2T1_GuelphTEAMR_S52_L002,PT118H1T0_GuelphTEAMR_S28_L002,PT017H1T0_GuelphTEAMR_S13_L001,PT051H2T0_GuelphTEAMR_S34_L001,UK038H1T0_GuelphTEAMR_S12_L002,PT024H2T0_GuelphTEAMR_S25_L001,UK020H1T0_GuelphTEAMR_S66_L001,UK028H1T0_GuelphTEAMR_S2_L002,PT120D2T1_GuelphTEAMR_S40_L002,PT118D1T1_GuelphTEAMR_S31_L002,PT019H1T0_GuelphTEAMR_S15_L001,PT205D1T1_GuelphTEAMR_S59_L002,PT026H1T0_GuelphTEAMR_S27_L001,PT052D1T0_GuelphTEAMR_S40_L001,UK005H1T0_GuelphTEAMR_S48_L001,PT050H1T0_GuelphTEAMR_S31_L001,PT125H1T0_GuelphTEAMR_S42_L002,PT051D5T0_GuelphTEAMR_S38_L001,UK033D1T0_GuelphTEAMR_S7_L002,PT205H2T1_GuelphTEAMR_S57_L002,PT053D1T0_GuelphTEAMR_S42_L001,UK005H2T0_GuelphTEAMR_S49_L001,UK044D3T0_GuelphTEAMR_S17_L002,PT023D1T0_GuelphTEAMR_S23_L001,UK044H1T0_GuelphTEAMR_S14_L002,PT118D1T0_GuelphTEAMR_S29_L002,PT046D1T0B_GuelphTEAMR_S72_L002,PT050D1T0B_GuelphTEAMR_S73_L002
MEG_2514|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEG_7067|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEG_3078|Biocides|Acid_resistance|Acid_resistance_protein|GADB,0.0,58.0,332.0,493.0,1489.0,1931.0,0.0,1709.0,1320.0,2242.0,265.0,0.0,2527.0,2435.0,195.0,2221.0,1115.0,1211.0,2284.0,1029.0,952.0,1018.0,1104.0,2198.0,0.0,1203.0,1048.0,528.0,261.0,638.0,2448.0,1741.0,751.0,2314.0,1393.0,1413.0,343.0,1022.0,1734.0,0.0,856.0,0.0,69.0,2345.0,2105.0,0.0,246.0,1829.0,2504.0,176.0,0.0,2050.0,425.0,102.0,0.0,1015.0,355.0,546.0,1776.0,1560.0,860.0,1410.0,669.0,1917.0,717.0,2320.0,2411.0,148.0,1658.0,2308.0,62.0,1644.0,126.0,381.0,2485.0,0.0,517.0,0.0,611.0,1312.0,69.0,0.0,1090.0,262.0,1949.0,0.0,135.0,138.0,41.0,81.0,774.0,2086.0,1884.0,305.0,846.0,1848.0,1905.0,1312.0,0.0,0.0,1053.0,2008.0,231.0,257.0,808.0,270.0,1821.0,147.0,663.0,0.0,220.0,526.0,1334.0,2359.0,2250.0,709.0,1585.0,87.0,1153.0,2066.0,1908.0,869.0,29.0,2472.0,1713.0,715.0,682.0,2489.0,1702.0,1829.0,995.0,48.0,2374.0,830.0,1644.0,1606.0,0.0,0.0,836.0,2061.0,0.0,37.0,59.0,55.0
MEG_6971|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32,3064.0,3070.0,2159.0,3397.0,1493.0,2477.0,2062.0,3176.0,965.0,1413.0,1189.0,1968.0,0.0,1849.0,1560.0,776.0,2897.0,1228.0,717.0,3094.0,1288.0,2550.0,3559.0,2901.0,1377.0,3385.0,2253.0,2321.0,1488.0,910.0,2809.0,2865.0,2187.0,3524.0,3268.0,2179.0,2495.0,3623.0,2344.0,2921.0,2419.0,200.0,2005.0,1440.0,2951.0,3061.0,3318.0,3266.0,1981.0,1213.0,2736.0,2604.0,1440.0,1505.0,3662.0,1991.0,1817.0,2996.0,901.0,2657.0,455.0,1999.0,1799.0,3403.0,715.0,3090.0,793.0,3488.0,1414.0,0.0,2259.0,0.0,679.0,3381.0,3064.0,3359.0,168.0,1260.0,3464.0,3590.0,3416.0,3637.0,954.0,1976.0,2756.0,1149.0,1963.0,2198.0,3573.0,2901.0,3089.0,918.0,3490.0,3535.0,3549.0,1892.0,3353.0,1919.0,1953.0,98.0,1623.0,3353.0,1223.0,1673.0,2346.0,3333.0,3594.0,2053.0,1032.0,1096.0,2861.0,1013.0,1985.0,2895.0,2196.0,1688.0,1713.0,2190.0,2610.0,1521.0,3281.0,2761.0,1924.0,1029.0,2996.0,2634.0,2604.0,67.0,2479.0,1720.0,3347.0,1728.0,2585.0,3328.0,3523.0,2507.0,3251.0,3047.0,3419.0,3155.0,1387.0,3261.0,1222.0,2122.0
MEG_7199|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,45.0,0.0,94.0,0.0,823.0,81.0,434.0,220.0,0.0,0.0,0.0,362.0,2372.0,88.0,0.0,567.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1072.0,2452.0,0.0,0.0,177.0,165.0,0.0,0.0,40.0,0.0,191.0,0.0,135.0,180.0,1114.0,62.0,0.0,104.0,191.0,0.0,35.0,224.0,429.0,112.0,0.0,71.0,72.0,0.0,0.0,0.0,234.0,0.0,315.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,732.0,179.0,0.0,121.0,201.0,997.0,30.0,0.0,872.0,0.0,0.0,0.0,49.0,0.0,0.0,109.0,47.0,54.0,0.0,0.0,104.0,0.0,56.0,0.0,69.0,0.0,0.0,117.0,0.0,149.0,0.0,0.0,283.0,0.0,0.0,0.0,38.0,0.0,209.0,0.0,67.0,0.0,180.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,0.0,617.0,0.0,0.0,0.0,0.0,1521.0,77.0,85.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,381.0,88.0,0.0,44.0,0.0,0.0,0.0,0.0,173.0
MEG_5366|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEG_904|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,71.0,0.0,0.0,642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,861.0,0.0,0.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEG_7567|Drugs|Glycopeptides|VanD-type_resistance_protein|VANXD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEG_895|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,267.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,74.0,309.0,0.0,380.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,16.0,0.0,0.0,120.0,0.0,0.0,0.0,242.0,79.0,0.0,0.0,32.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEG_5349|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEG_3803|Drugs|betalactams|Penicillin_binding_protein_regulator|MECI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEG_430|Drugs|betalactams|Class_C_betalactamases|ACT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEG_4029|Drugs|MLS|Macrolide_phosphotransferases|MPHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,0.0,0.0,0.0,844.0,0.0,0.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1098.0,0.0,76.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,1197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEG_4070|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEG_7235|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,1806.0,2302.0,656.0,2166.0,2077.0,2260.0,1279.0,1877.0,1720.0,1804.0,1618.0,1718.0,0.0,0.0,1920.0,1004.0,1921.0,1775.0,673.0,2104.0,1654.0,2058.0,1926.0,2043.0,2093.0,777.0,1996.0,1614.0,2041.0,634.0,1182.0,916.0,1875.0,2105.0,2010.0,1995.0,1518.0,2007.0,1550.0,1922.0,1240.0,653.0,713.0,1560.0,799.0,1252.0,2039.0,1475.0,0.0,2075.0,1553.0,1960.0,2038.0,2035.0,943.0,2045.0,2299.0,862.0,1460.0,2019.0,1426.0,1701.0,2209.0,2031.0,1573.0,1605.0,1038.0,1679.0,1915.0,0.0,1276.0,0.0,2000.0,2060.0,1781.0,0.0,1282.0,2014.0,1656.0,1838.0,2000.0,866.0,1619.0,574.0,1506.0,2075.0,1961.0,2027.0,1846.0,1453.0,2100.0,1704.0,1900.0,2015.0,2162.0,568.0,1903.0,2107.0,2204.0,0.0,1878.0,1168.0,0.0,1173.0,2081.0,1891.0,1701.0,1894.0,703.0,838.0,1628.0,1971.0,1849.0,1658.0,2051.0,1914.0,1905.0,1762.0,2171.0,2019.0,2137.0,1966.0,1935.0,1525.0,1888.0,1653.0,2178.0,0.0,2000.0,2067.0,1954.0,1624.0,1899.0,991.0,1508.0,1374.0,1832.0,1904.0,1769.0,2833.0,2067.0,1625.0,1875.0,1273.0
MEG_6662|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,414.0,0.0,306.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,0.0,0.0,71.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,399.0,0.0,0.0,0.0,0.0,404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
